SiteCode,Site.Name,Site.Latitude,Site.Longitude,Country,surveys,Start,Latest,Times,X10,Latitude,Longitude
MED33,Haifa Oceanographic Institute,32.8274666,34.9543166,Israel,2,2014,2014,1,NA,32.83,34.95
MED34,Haifa port,32.8350333,34.9734166,Israel,2,2014,2014,1,NA,32.84,34.97
MED4,Cabo Grosso,40.6981,13.918467,Italy,2,2011,2011,1,NA,40.7,13.92
MED5,Scarrupata West,40.700083,13.929917,Italy,2,2011,2011,1,NA,40.7,13.93
MED6,Scarrupata East,40.7045,13.943233,Italy,2,2011,2011,1,NA,40.7,13.94
MED7,Vivara,40.74385,13.990733,Italy,2,2011,2011,1,NA,40.74,13.99
MED8,Secca della Formiche,40.744959,13.978748,Italy,2,2011,2011,1,NA,40.74,13.98
MED9,Punta Pisciazza,40.719242,13.964615,Italy,2,2011,2011,1,NA,40.72,13.96
MEL1,El puente,35.383008,-2.959601,Morocco,2,2015,2015,1,NA,35.38,-2.96
MEL2,Piedra partida,35.336282,-2.959504,Morocco,2,2015,2015,1,NA,35.34,-2.96
MEL3,Aguadú,35.312637,-2.945076,Spain,2,2015,2015,1,NA,35.31,-2.95
MEL4,Congreso Norte,35.182399,-2.442621,Morocco,2,2015,2015,1,NA,35.18,-2.44
MEL6,Isabel II,35.182958,-2.426523,Morocco,2,2015,2015,1,NA,35.18,-2.43
MEL7,Rey Sur,35.178177,-2.419149,Morocco,2,2015,2015,1,NA,35.18,-2.42
MEL8,Velez,35.172468,-4.301247,Morocco,2,2015,2015,1,NA,35.17,-4.3
MEL9,Alhucemas,35.213138,-3.888412,Morocco,2,2015,2015,1,NA,35.21,-3.89
MI1,Tahuata Nth,-9.88992,-139.07823,French Polynesia,1,2009,2009,1,NA,-9.89,-139.08
MI2,Hanemoenoa Bay,-9.90635,-139.10408,French Polynesia,2,2009,2009,1,NA,-9.91,-139.1
MI3,Baie Hakeaotu,-9.39721,-140.12833,French Polynesia,1,2009,2009,1,NA,-9.4,-140.13
MI5,Motumoutu,-9.40621,-140.12833,French Polynesia,1,2009,2009,1,NA,-9.41,-140.13
MI6,Anse Hakatea,-8.94792,-140.16498,French Polynesia,1,2009,2009,1,NA,-8.95,-140.16
MI7,Baie Haahopu,-8.82557,-140.24975,French Polynesia,2,2009,2009,1,NA,-8.83,-140.25
MIR-S1,Darlington North,-42.57658,148.0621,Australia,4,NA,NA,10,NA,-42.58,148.06
MIR-S10,Green Bluff,-42.72014,148.0115,Australia,4,NA,NA,10,NA,-42.72,148.01
MIR-S11,Ile du Nord,-42.5623,148.0674,Australia,4,NA,NA,10,NA,-42.56,148.07
MIR-S12,Okehampton Bay,-42.52398,147.9693,Australia,4,2012,2014,2,NA,-42.52,147.97
MIR-S13,Point Holme Lookout,-42.55305,147.9481,Australia,4,NA,NA,10,NA,-42.55,147.95
MIR-S14,Spring Beach,-42.58359,147.9157,Australia,4,NA,NA,10,NA,-42.58,147.92
MIR-S2,Painted Cliffs South (Four Mile Reef),-42.6025,148.046279,Australia,6,NA,NA,10,NA,-42.6,148.05
MIR-S3,Painted Cliffs,-42.59211,148.0504,Australia,4,NA,NA,10,NA,-42.59,148.05
MIR-S5,Return Point,-42.62899,148.024307,Australia,4,NA,NA,10,NA,-42.63,148.02
MIR-S9,Point Leseuer,-42.66082,148.007,Australia,4,NA,NA,10,NA,-42.66,148.01
MIR1,Stapleton Point,-42.59278,147.9305,Australia,4,2012,2012,1,NA,-42.59,147.93
MMP01,Whitford's Rock,-31.80031,115.7175,Australia,3,2015,2015,1,NA,-31.8,115.72
MMP02S,The Lumps South Start,-31.79107,115.71589,Australia,4,2015,2015,1,NA,-31.79,115.72
MMP03F,The Lumps North finish,-31.78702,115.71392,Australia,4,2015,2015,1,NA,-31.79,115.71
Moz1,Caldeira1,-16.640017,39.728533,Mozambique,1,2012,2012,1,NA,-16.64,39.73
Moz2,Caldeira2,-16.657183,39.724483,Mozambique,2,2012,2012,1,NA,-16.66,39.72
MUR18,Evans Slide,-32.37349,133.48518,Australia,4,2015,2015,1,NA,-32.37,133.49
MUR19,Masillon Island,-32.556557,133.29399,Australia,4,2015,2015,1,NA,-32.56,133.29
MUR2,Lacy Island,-32.39337,133.376861,Australia,4,2015,2015,1,NA,-32.39,133.38
MUR21,East Bay,-32.502823,133.308857,Australia,4,2015,2015,1,NA,-32.5,133.31
MUR22,Hat North,-32.51986,133.303546,Australia,4,2015,2015,1,NA,-32.52,133.3
MUR23,Egg Beater,-32.470434,133.319196,Australia,4,2015,2015,1,NA,-32.47,133.32
MUR4,Petrel Cove East,-32.501083,133.302754,Australia,4,2015,2015,1,NA,-32.5,133.3
MUR5,St Francis Inside North Point,-32.493294,133.288468,Australia,4,2015,2015,1,NA,-32.49,133.29
MUR6,Evans Island,-32.368576,133.48117,Australia,4,2015,2015,1,NA,-32.37,133.48
MURC1,El Mogote,37.409129,-1.54442,Spain,2,2015,2015,1,NA,37.41,-1.54
MURC2,Cabo Tiñoso,37.541496,-1.147628,Spain,2,2015,2015,1,NA,37.54,-1.15
MURC3,Farallones,37.73167,-0.698774,Spain,2,2015,2015,1,NA,37.73,-0.7
MURC4,La laja,37.73615,-0.693088,Spain,2,2015,2015,1,NA,37.74,-0.69
MURC5,Faro Cabo Palos (Fuera de reserva),37.634801,-0.689139,Spain,2,2015,2015,1,NA,37.63,-0.69
MURC6,Hormigas (Reserva integral I),37.656761,-0.648723,Spain,2,2015,2015,1,NA,37.66,-0.65
MURC7,Hormigon (Reserva integral II),37.652556,-0.652916,Spain,2,2015,2015,1,NA,37.65,-0.65
MURC8,Cartagena Puerto izq,37.58115,-0.977997,Spain,2,2015,2015,1,NA,37.58,-0.98
MURC9,Cartagena Puerto Der,37.584062,-0.992838,Spain,2,2015,2015,1,NA,37.58,-0.99
NCMP-S1,"Cape Naturalist East, 10m",-33.52754,115.0091,Australia,4,2018,2018,1,NA,-33.53,115.01
NCMP-S10,Cape Leeuwin,-34.37749,115.1269,Australia,4,2018,2018,1,NA,-34.38,115.13
NCMP-S11,Cape Leeuwin Inshore,-34.37373,115.1332,Australia,4,2018,2018,1,NA,-34.37,115.13
NCMP-S12,Seal Isle West,-34.38063,115.1552,Australia,4,2018,2018,1,NA,-34.38,115.16
NCMP-S13,Cosy Corner,-34.26227,115.0247,Australia,4,2018,2018,1,NA,-34.26,115.02
NCMP-S15,Cosy Corner North,-34.25126,115.0256,Australia,4,2018,2018,1,NA,-34.25,115.03
NCMP-S16,Cape Freycinet,-34.10309,114.9885,Australia,4,2018,2018,1,NA,-34.1,114.99
NCMP-S18,Prevelly,-33.99213,114.9848,Australia,4,2018,2018,1,NA,-33.99,114.98
NCMP-S2,"Cape Naturalist East, 5m",-33.53043,115.0198,Australia,4,2018,2018,1,NA,-33.53,115.02
NCMP-S3,Bunker Bay (WA),-33.53314,115.0269,Australia,4,2018,2018,1,NA,-33.53,115.03
NCMP-S4,Cape Naturalist West,-33.53135,115.0015,Australia,4,2018,2018,1,NA,-33.53,115
NFLD1,Middle Cove,47.65214,-52.69617,Canada,1,2018,2018,1,NA,47.65,-52.7
NFLD2,Tappers Cove,47.66498,-52.72689,Canada,2,2018,2018,1,NA,47.66,-52.73
NFLD3,OSC Canyon,47.62532,-52.66337,Canada,1,2018,2018,1,NA,47.63,-52.66
NFLD4,Portugal Cove,47.62729,-52.85769,Canada,1,2018,2018,1,NA,47.63,-52.86
NI1,The Crack Nepean Island,-29.07193,167.96139,Australia,5,2009,2013,2,NA,-29.07,167.96
NI10,Slaughterhouse Bay,-29.05875,167.95792,Australia,6,2009,2009,1,NA,-29.06,167.96
NI14,Sydney Bay Anchorage,-29.06172,167.95021,Australia,2,2013,2013,1,NA,-29.06,167.95
NI3,Kawa 2 Shark Gully,-28.9996,167.91903,Australia,3,2009,2009,1,NA,-29,167.92
NI5,King Jim,-28.9995,167.93832,Australia,3,2009,2009,1,NA,-29,167.94
NI6,Anson Bay,-29.01054,167.91784,Australia,3,2009,2009,1,NA,-29.01,167.92
NI7,Shark Point Phillip Island,-29.11731,167.94171,Australia,4,2009,2013,2,NA,-29.12,167.94
NI8,"The Hoof, Phillip Island",-29.11641,167.96309,Australia,5,2009,2013,2,NA,-29.12,167.96
NIC1,Punta Clavo,11.10951667,-85.78046667,Nicaragua,2,2011,2015,2,NA,11.11,-85.78
NIC10,Peña Rota Norte,11.23401667,-85.86903333,Nicaragua,2,2011,2011,1,NA,11.23,-85.87
NIC11,El Ancla,11.26068333,-85.8922,Nicaragua,2,2011,2011,1,NA,11.26,-85.89
NIC12,Nacas Colo,11.27203333,-85.90358333,Nicaragua,2,2011,2011,1,NA,11.27,-85.9
NIC13,Marsella,11.28158333,-85.90665,Nicaragua,2,2011,2011,1,NA,11.28,-85.91
NIC14,Majahual,11.2951,-85.92125,Nicaragua,2,2011,2011,1,NA,11.3,-85.92
NIC15,El Toro,11.12435,-85.80162,Nicaragua,3,2015,2015,1,NA,11.12,-85.8
NIC16,La Chanchera,11.133431,-85.804954,Nicaragua,2,2015,2015,1,NA,11.13,-85.8
NIC17,El Canal de la Paloma Sur,11.190441,-85.838316,Nicaragua,2,2015,2015,1,NA,11.19,-85.84
NIC2,La Cocinera,11.10745,-85.77317,Nicaragua,1,2011,2015,2,NA,11.11,-85.77
NIC20,El Fraile,11.204073,-85.846403,Nicaragua,1,2015,2015,1,NA,11.2,-85.85
NIC23,La Anciana,11.354028,-86.003034,Nicaragua,2,2015,2015,1,NA,11.35,-86
NIC24,Bajo de la Anciana,11.355888,-86.004056,Nicaragua,3,2015,2015,1,NA,11.36,-86
NIC27,Manzanillo,11.364208,-86.01166,Nicaragua,1,2015,2015,1,NA,11.36,-86.01
NIC28,Gigante,11.386278,-86.03662,Nicaragua,1,2015,2015,1,NA,11.39,-86.04
NIC29,Punta Gigante Norte,11.384996,-86.038129,Nicaragua,3,2015,2015,1,NA,11.38,-86.04
NIC3,El Chinflonazo,11.11445,-85.78568333,Nicaragua,1,2011,2011,1,NA,11.11,-85.79
NIC32,Bahia Rendonda,11.381445,-86.031562,Nicaragua,2,2015,2015,1,NA,11.38,-86.03
NIC33,El Flor,11.347326,-85.989354,Nicaragua,1,2015,2015,1,NA,11.35,-85.99
NIC35,CONEJO,11.4766666,-86.1625,Nicaragua,1,2015,2015,1,NA,11.48,-86.16
NIC36,BAJOS DE CHACOCENTE,11.5294444,-86.1986111,Nicaragua,1,2015,2015,1,NA,11.53,-86.2
NIC37,EL PEÑONCITO,11.5369444,-86.2038888,Nicaragua,1,2015,2015,1,NA,11.54,-86.2
NIC5,Chicarias Abajo,11.13161667,-85.80593333,Nicaragua,2,2011,2015,2,NA,11.13,-85.81
NIC9,Peña Rota Sur,11.22128,-85.85402,Nicaragua,1,2011,2015,2,NA,11.22,-85.85
NIN-S1,"Central, Ninepin",-43.2845,147.16739,Australia,4,2013,2013,1,NA,-43.28,147.17
NIN-S2,Huon Island,-43.29383,147.1418,Australia,4,2013,2013,1,NA,-43.29,147.14
NIN-S3,Charlotte Cove Light,-43.27292,147.1434,Australia,4,2013,2013,1,NA,-43.27,147.14
NIN-S4,Arch Rock,-43.2877,147.1792,Australia,4,NA,NA,2,NA,-43.29,147.18
NIUE1,Atavelu,-19.12596,-169.91409,Niue,1,2011,2011,1,NA,-19.13,-169.91
NIUE3,Alofi,-19.05676,-169.92366,Niue,2,2011,2011,1,NA,-19.06,-169.92
NIUE4,Atavelu coral garden,-19.12953,-169.91762,Niue,2,2011,2011,1,NA,-19.13,-169.92
NIUE5,Limu Pool  Namukulu,-18.97603,-169.8965,Niue,1,2011,2011,1,NA,-18.98,-169.9
NIUE6,Chimney,-19.0612,-169.9316,Niue,1,2011,2011,1,NA,-19.06,-169.93
NJB2,Heart Rock,-35.02945,150.84005,Australia,8,2014,2014,1,NA,-35.03,150.84
NJB3,Pyramid Rock D1,-35.026666,150.846966,Australia,8,2014,2014,1,NA,-35.03,150.85
NJB4,South Lamond,-35.0586,150.841516,Australia,8,2014,2014,1,NA,-35.06,150.84
NMP-B3,Bundegi,-21.82729,114.1801,Australia,1,2010,2010,1,NA,-21.83,114.18
NMP-B4,Nth Bundegi,-21.8559,114.16763,Australia,1,2010,2010,1,NA,-21.86,114.17
NMP-B5,Sth Bundegi,-21.86971,114.15813,Australia,1,2010,2010,1,NA,-21.87,114.16
NMP-BF1,Bundegi,-21.83921,114.1756,Australia,4,2012,2017,4,NA,-21.84,114.18
NMP-BF2,Bundegi SZ North,-21.85245,114.1695,Australia,4,2012,2017,4,NA,-21.85,114.17
NMP-C1,Monck Head,-23.17701,113.75987,Australia,12,2012,2017,4,NA,-23.18,113.76
NMP-C3,Coral Bay Central,-23.14152,113.7536,Australia,3,2012,2017,4,NA,-23.14,113.75
NMP-C4,Yalobia Passage,-23.19995,113.7635,Australia,3,2012,2017,4,NA,-23.2,113.76
NMP-P2,Pelican Nth,-23.31925,113.7807,Australia,15,2012,2017,4,NA,-23.32,113.78
NMP-S1,Dugong,-22.86905,113.7644,Australia,3,2010,2017,5,NA,-22.87,113.76
NMP-S2,Bruboodjoo,-22.92875,113.77937,Australia,14,2010,2017,5,NA,-22.93,113.78
NMP-S3,Coral Bay DEC1,-23.12872,113.7523,Australia,3,2010,2017,5,NA,-23.13,113.75
NMP-S4,Pelican,-23.33246,113.7792,Australia,3,2010,2017,4,NA,-23.33,113.78
NMP1,Point Maud Outer,-23.11234,113.7504,Australia,2,2010,2017,5,NA,-23.11,113.75
NMP10,Maud RZ1,-23.21313,113.76296,Australia,9,2010,2017,4,NA,-23.21,113.76
NMP15,A & D s Dilemma,-21.90414,113.94328,Australia,1,2010,2010,1,NA,-21.9,113.94
NMP16,Nth Muiron,-21.64135,114.35673,Australia,2,2010,2010,1,NA,-21.64,114.36
NMP17,Sth Muiron,-21.66711,114.33362,Australia,2,2010,2010,1,NA,-21.67,114.33
NMP18,Rick s Folly,-21.91842,113.95551,Australia,1,2010,2010,1,NA,-21.92,113.96
NMP19,Maud SZ Nth,-23.09197,113.73966,Australia,11,2010,2017,5,NA,-23.09,113.74
NMP2,Point Maud Inner,-23.12142,113.7556,Australia,4,2010,2017,5,NA,-23.12,113.76
NMP20,Oyster rocks buoy,-23.04473,113.8184,Australia,3,2010,2017,5,NA,-23.04,113.82
NMP21,Coral Bay (Sanctuary zone),-23.14221,113.76709,Australia,3,2008,2015,2,NA,-23.14,113.77
NMP22,Turquoise Bay (Sanctuary zone),-22.09786,113.88472,Australia,1,2008,2008,1,NA,-22.1,113.88
NMP23,Kate s Corner,-21.97653,113.91861,Australia,2,2010,2010,1,NA,-21.98,113.92
NMP25,Outside Yalobia North,-23.19459,113.75209,Australia,6,2012,2016,3,NA,-23.19,113.75
NMP26,Outside Yalobia South,-23.2175,113.75466,Australia,7,2012,2016,3,NA,-23.22,113.75
NMP27,Coral Bay Offshore,-23.13496,113.7404,Australia,9,2012,2017,4,NA,-23.13,113.74
NMP28,Cardabia Patch,-23.098,113.79429,Australia,8,2015,2017,3,NA,-23.1,113.79
NMP29,Monck Wall,-23.16925,113.75708,Australia,8,2015,2017,3,NA,-23.17,113.76
NMP30,Oyster rocks south,-23.04801,113.81886,Australia,4,2015,2015,1,NA,-23.05,113.82
NMP32,Monck Bowl,-23.16465,113.75582,Australia,3,2015,2015,1,NA,-23.16,113.76
NMP7,Monck Head Sth,-23.16489,113.76611,Australia,1,2010,2010,1,NA,-23.16,113.77
NMP9,Bills Bay 1,-23.12627,113.76158,Australia,10,2010,2017,5,NA,-23.13,113.76
NQ1,"Iris Reef, Stainer Island",-13.9568,143.8381,Australia,2,2013,2013,1,NA,-13.96,143.84
NQ4,Moody Reef W,-12.09593,143.25527,Australia,2,2013,2013,1,NA,-12.1,143.26
NQ5,Moody Reef NW,-12.09221,143.25496,Australia,2,2013,2013,1,NA,-12.09,143.25
NQ6,Moody Reef NW2,-12.08221,143.25496,Australia,2,2013,2013,1,NA,-12.08,143.25
NQ7,Moody Reef Beacon SW,-12.08897,143.25535,Australia,2,2013,2013,1,NA,-12.09,143.26
NSG1,Black Point,-32.9923,137.721767,Australia,4,2017,2017,1,NA,-32.99,137.72
NSG10,Tanked,-32.99667,137.7702,Australia,4,2017,2017,1,NA,-33,137.77
NSG11,Fenceline West,-32.99655,137.750633,Australia,4,2017,2017,1,NA,-33,137.75
NSG12,Ledges,-32.995033,137.740633,Australia,4,2017,2017,1,NA,-33,137.74
NSG2,Third Dip,-32.994367,137.732567,Australia,4,2017,2017,1,NA,-32.99,137.73
NSG9,Stony Point,-32.99637,137.75642,Australia,4,2017,2017,1,NA,-33,137.76
NSW1,Green Cape SE,-37.26334,150.0478,Australia,4,2008,2008,1,NA,-37.26,150.05
NSW10,Lennard Is NW,-37.01646,149.94249,Australia,6,2008,2008,1,NA,-37.02,149.94
NSW11,Lennard Is NE,-37.01597,149.94556,Australia,1,2008,2008,1,NA,-37.02,149.95
NSW12,Bushranger Bay Bass Point,-34.59816,150.9012,Australia,2,2010,2018,5,NA,-34.6,150.9
NSW13,Terrigal Haven,-33.4465,151.44971,Australia,13,2008,2018,7,NA,-33.45,151.45
NSW14,Moon Island South,-33.09248,151.66519,Australia,1,2009,2009,1,NA,-33.09,151.67
NSW17,Swansea Bridge,-33.08645,151.64003,Australia,2,2009,2009,1,NA,-33.09,151.64
NSW19,The Gantry Bawley Point,-35.504743,150.39611,Australia,10,2008,2014,6,NA,-35.5,150.4
NSW2,Bitangabee Bay mouth S,-37.21887,150.02433,Australia,4,2008,2008,1,NA,-37.22,150.02
NSW20,SWANSEA CHANNEL EAST,-33.08283,151.65176,Australia,2,2010,2011,2,NA,-33.08,151.65
NSW21,BAIT REEF BLACKSMITHS BEACH,-33.08017,151.66184,Australia,2,2009,2009,1,NA,-33.08,151.66
NSW23,Latitude Reef,-32.208839,152.565626,Australia,1,2010,2010,1,NA,-32.21,152.57
NSW24,Status Rock mid-west side,-32.432241,152.536568,Australia,2,2009,2009,1,NA,-32.43,152.54
NSW26,No. 1 Beach Point,-32.42925,152.526583,Australia,1,2010,2010,1,NA,-32.43,152.53
NSW27,West Looking Glass,-32.327369,152.545112,Australia,1,2009,2009,1,NA,-32.33,152.55
NSW3,Mowarry Point S,-37.14306,150.00569,Australia,4,2008,2008,1,NA,-37.14,150.01
NSW30,Graveyard,-32.27495,152.5371,Australia,3,2009,2010,2,NA,-32.27,152.54
NSW31,Sawtooth Rocks,-32.4465,152.541616,Australia,2,2009,2010,2,NA,-32.45,152.54
NSW33,South One Mile,-32.19513,152.54003,Australia,2,2009,2009,1,NA,-32.2,152.54
NSW34,Jones Beach Bannisters Point,-35.32211,150.48372,Australia,7,2009,2014,5,NA,-35.32,150.48
NSW36,"The Gutter, Shell Harbour",-34.59259,150.898,Australia,3,2017,2018,2,NA,-34.59,150.9
NSW37,Burgess Beach,-32.203443,152.547904,Australia,1,2009,2009,1,NA,-32.2,152.55
NSW38,Baitgrounds,-32.17917,152.52194,Australia,2,2010,2010,1,NA,-32.18,152.52
NSW39,Secret Garden,-32.074552,152.55029,Australia,1,2009,2009,1,NA,-32.07,152.55
NSW4,North Hd SE,-37.10468,149.95463,Australia,2,2008,2008,1,NA,-37.1,149.95
NSW40,Snapper Rocks,-32.069535,152.55917,Australia,1,2009,2009,1,NA,-32.07,152.56
NSW41,Mermaid Reef,-31.76382,152.81016,Australia,1,2010,2010,1,NA,-31.76,152.81
NSW42,The Maze,-31.59441,152.8663705,Australia,1,2010,2010,1,NA,-31.59,152.87
NSW43,Bonnys 12,-31.58808,152.85443,Australia,1,2010,2010,1,NA,-31.59,152.85
NSW44,Cathie Wall,-31.57234,152.8544333,Australia,1,2010,2010,1,NA,-31.57,152.85
NSW45,One Mile Gutters,-32.1849,152.53743,Australia,1,2009,2009,1,NA,-32.18,152.54
NSW46,Cave Point,-37.11518,149.96512,Australia,5,2011,2015,2,NA,-37.12,149.97
NSW47,West Navy Jetty,-37.10968,149.92238,Australia,2,2011,2011,1,NA,-37.11,149.92
NSW49,Aragunnu Southern Bay,-36.58472,150.05333,Australia,2,2014,2014,1,NA,-36.58,150.05
NSW5,Chip mill E of jetty,-37.10036,149.9285,Australia,4,2008,2008,1,NA,-37.1,149.93
NSW50,"Maloneys Bay, Shellharbour",-34.59866,150.8881,Australia,1,2015,2017,2,NA,-34.6,150.89
NSW6,The Booth,-37.07608,149.91331,Australia,3,2008,2008,1,NA,-37.08,149.91
NSW7,Fanch beach house N,-37.06885,149.91479,Australia,2,2008,2008,1,NA,-37.07,149.91
NSW8,North Head S,-37.05484,149.94149,Australia,2,2008,2008,1,NA,-37.05,149.94
NSW9,North Hd SW,-37.05022,149.93147,Australia,3,2008,2008,1,NA,-37.05,149.93
NT10,Edge Town Hall Hole,-12.5629,130.8614,Australia,1,2009,2009,1,NA,-12.56,130.86
NT100,Truant Island NE,-11.6689,136.8271,Australia,2,2013,2013,1,NA,-11.67,136.83
NT101,Truant Island SW,-11.6739,136.8231,Australia,1,2013,2013,1,NA,-11.67,136.82
NT102,Burston Bay,-11.222,136.6853,Australia,3,2013,2013,1,NA,-11.22,136.69
NT103,Norruum Islet,-11.233,136.6855,Australia,3,2013,2013,1,NA,-11.23,136.69
NT11,Old Man Rock,-12.3448,130.8538,Australia,1,2008,2008,1,NA,-12.34,130.85
NT12,The Grottos,-12.4073,130.7922,Australia,4,2009,2009,1,NA,-12.41,130.79
NT13,East Point North,-12.40605,130.81166,Australia,3,2010,2010,1,NA,-12.41,130.81
NT14,Anglers Reef,-12.3146,130.8705,Australia,1,2008,2008,1,NA,-12.31,130.87
NT20,Money Shoal NW,-10.32329,132.70695,Australia,3,2015,2018,2,NA,-10.32,132.71
NT21,Money Shoal S,-10.32567,132.70608,Australia,1,2015,2015,1,NA,-10.33,132.71
NT24,Bramble Rocks,-10.89047,132.78323,Australia,2,2015,2015,1,NA,-10.89,132.78
NT25,New Year Island anchorage,-10.90981,133.02106,Australia,2,2015,2015,1,NA,-10.91,133.02
NT26,New Year Island East,-10.90471,133.02509,Australia,2,2015,2015,1,NA,-10.9,133.03
NT27,New Year Island Boulder,-10.91189,133.03697,Australia,1,2015,2015,1,NA,-10.91,133.04
NT29,New Year Island South West,-10.91434,133.02695,Australia,2,2015,2015,1,NA,-10.91,133.03
NT3,Weed Reef,-12.4854,130.7969,Australia,1,2009,2009,1,NA,-12.49,130.8
NT30,Arnhem CMR Gadgets Reef North West,-11.29259,133.79926,Australia,2,2015,2015,1,NA,-11.29,133.8
NT31,Arnhem CMR Gadgets Reef West,-11.29794,133.79705,Australia,2,2015,2015,1,NA,-11.3,133.8
NT32,Arnham Shoal,-11.452209999999999,133.71337,Australia,2,2015,2015,1,NA,-11.45,133.71
NT33,Paxie Shoal North West,-11.43213,134.13394,Australia,2,2015,2015,1,NA,-11.43,134.13
NT34,Paxie Shoal West,-11.43542,134.137,Australia,1,2015,2015,1,NA,-11.44,134.14
NT35,Warrnga Reef,-11.94485,135.6048,Australia,2,2015,2015,1,NA,-11.94,135.6
NT36,Guluwuru Island NE,-11.54674,136.42463,Australia,2,2015,2015,1,NA,-11.55,136.42
NT37,Truant Island SW,-11.67474,136.81,Australia,2,2015,2015,1,NA,-11.67,136.81
NT38,Truant Island N,-11.65656,136.83032,Australia,2,2015,2015,1,NA,-11.66,136.83
NT39,Truant Island S,-11.67792,136.81567,Australia,2,2015,2015,1,NA,-11.68,136.82
NT4,Stevens Rock,-12.4847,130.7854,Australia,1,2009,2009,1,NA,-12.48,130.79
NT40,Truant Bank SW,-11.64589,136.90555,Australia,2,2015,2015,1,NA,-11.65,136.91
NT41,Truant Bank SE,-11.63092,136.92818,Australia,2,2015,2015,1,NA,-11.63,136.93
NT42,Pugh Shoal,-11.61286,136.88966,Australia,2,2015,2015,1,NA,-11.61,136.89
NT43,Buccaneer Shoal,-11.61786,136.87757,Australia,2,2015,2015,1,NA,-11.62,136.88
NT44,East Bremer Islet bay,-12.08766,136.86673,Australia,2,2015,2015,1,NA,-12.09,136.87
NT45,Porlsche Rock,-12.06836,136.87287,Australia,2,2015,2015,1,NA,-12.07,136.87
NT47,Bremer Islet anchorage,-12.08731,136.8646,Australia,1,2015,2015,1,NA,-12.09,136.86
NT48,Bremer Island East,-12.08642,136.82581,Australia,2,2015,2015,1,NA,-12.09,136.83
NT49,Bonner Rocks NE,-12.06204,136.61349,Australia,2,2015,2015,1,NA,-12.06,136.61
NT51,Bremer Island west,-12.10804,136.78984,Australia,2,2015,2015,1,NA,-12.11,136.79
NT52,Dudley Island SE,-12.88709,136.73149,Australia,2,2015,2015,1,NA,-12.89,136.73
NT53,Dudley Island,-12.88063,136.7258,Australia,2,2015,2015,1,NA,-12.88,136.73
NT54,Dudley Rock,-12.88354,136.71155,Australia,2,2015,2015,1,NA,-12.88,136.71
NT55,Brady Rock,-13.68147,136.44977,Australia,2,2015,2015,1,NA,-13.68,136.45
NT56,Cape Beatrice SW,-14.30536,136.88546,Australia,2,2015,2015,1,NA,-14.31,136.89
NT58,Turtle Cave,-14.35458,136.94998,Australia,2,2015,2015,1,NA,-14.35,136.95
NT59,Cape Beatrice Islet West,-14.35117,136.94027,Australia,2,2015,2015,1,NA,-14.35,136.94
NT60,Groper Shoal,-15.46934,137.91781,Australia,2,2015,2015,1,NA,-15.47,137.92
NT7,Middle Beach West CI,-10.4607,105.6282,Australia,1,2009,2009,1,NA,-10.46,105.63
NT8,Dudley Point Bommies,-12.472256,130.83613,Australia,3,2008,2009,2,NA,-12.47,130.84
NWS1,Vulcan Shoal,-12.8034,124.2757,Australia,3,2013,2013,1,NA,-12.8,124.28
NWS10,Rogaa Bommie,-11.97452,123.32136,Australia,2,2013,2019,2,NA,-11.97,123.32
NWS100,Clerke east reef top C28,-17.29965,119.3757,Australia,2,2013,2018,2,NA,-17.3,119.38
NWS101,Clerke Reef - BnB,-17.35516,119.3839,Australia,2,2013,2018,2,NA,-17.36,119.38
NWS102,Clerke SE reef top C27,-17.3139,119.37816,Australia,1,2013,2013,1,NA,-17.31,119.38
NWS103,Bedout reef top,-19.58223,119.10994,Australia,1,2013,2013,1,NA,-19.58,119.11
NWS106,Bedout porites bommie,-19.58873,119.1113,Australia,2,2013,2013,1,NA,-19.59,119.11
NWS108,Old 9 Buoy Reef,-20.21246,118.52584,Australia,2,2013,2013,1,NA,-20.21,118.53
NWS109,Jenny's Reef,-20.29024,118.48154,Australia,2,2013,2013,1,NA,-20.29,118.48
NWS11,Hibernia Lagoon SW,-11.98059,123.3352,Australia,2,2013,2019,2,NA,-11.98,123.34
NWS110,Hedland 2,-20.119,118.46883,Australia,2,2013,2013,1,NA,-20.12,118.47
NWS111,Corneliesse Shoal,-20.03417,118.37617,Australia,2,2013,2013,1,NA,-20.03,118.38
NWS112,Geographe Shoals N,-20.24701,117.90517,Australia,2,2013,2013,1,NA,-20.25,117.91
NWS113,Geographe Shoals NW,-20.25835,117.88448,Australia,2,2013,2013,1,NA,-20.26,117.88
NWS114,Delambre Inner 1,-20.4367,117.1048,Australia,2,2013,2013,1,NA,-20.44,117.1
NWS115,Delambre Inner 3,-20.4308,117.0966,Australia,2,2013,2013,1,NA,-20.43,117.1
NWS116,Delambre Outside 3,-20.4329,117.0634,Australia,2,2013,2013,1,NA,-20.43,117.06
NWS117,Legendre Inside 3,-20.40053,116.91709,Australia,2,2013,2013,1,NA,-20.4,116.92
NWS118,Legendre Outside 1,-20.40494,116.93217,Australia,2,2013,2013,1,NA,-20.4,116.93
NWS119,Hamersley Inside 1,-20.3743,116.8053,Australia,2,2013,2013,1,NA,-20.37,116.81
NWS121,Sailfish North 1,-20.45675,116.58642,Australia,2,2013,2013,1,NA,-20.46,116.59
NWS122,Sailfish South 2,-20.46293,116.5745,Australia,2,2013,2013,1,NA,-20.46,116.57
